,Incident_ID,Month,Day,Year,Date,School,Victims_Killed,Victims_Wounded,Number_Victims,Shooter_Killed,Quarter,City,State,School_Level,Location,Time_Period,Bullied,Domestic_Violence,Gang_Related
182,20220322TXWOD,3,22,2022,2022-03-22,Woodrow Wilson High School,0,0,0,0,Spring,Dallas,TX,High,Football Field/Track,Dismissal,No,No,No
183,20220322FLNEN,3,22,2022,2022-03-22,New Smyrna Beach High School,0,0,0,0,Spring,New Smyrna Beach,FL,High,Parking Lot,Dismissal,No,No,No
184,20220321MSLEP,3,21,2022,2022-03-21,Leap of Faith Middle School,0,0,0,0,Spring,Pascagoula,MS,Middle,Inside School Building,Afternoon Classes,No,No,
185,20220321MIMAK,3,21,2022,2022-03-21,Mahone Middle School,0,0,0,0,Spring,Kenosha,WI,Middle,Parking Lot,Dismissal,No,No,No
186,20220321AZDES,3,21,2022,2022-03-21,Desert Canyon Middle School,0,0,0,0,Spring,Scottsdale,AZ,Middle,Outside on School Property,Morning Classes,No,No,No
187,20220319ALCEL,3,19,2022,2022-03-19,Central Baldwin Middle School,0,0,0,0,Spring,Loxley,AL,Middle,Parking Lot,Not a School Day,No,No,No
188,20220318RICEP,3,18,2022,2022-03-18,Central High School,0,0,0,0,Spring,Providence,RI,High,Parking Lot,Dismissal,No,No,No
189,20220311OHMAM,3,18,2022,2022-03-18,Madison High School,0,0,0,0,Spring,Mansfield,OH,High,School Bus,Morning Classes,No,No,No
190,20220318ILBAB,3,18,2022,2022-03-18,Barrington High School,0,0,0,0,Spring,Barrington,IL,High,Front of School,School Start,No,No,No
191,20220317AKREW,3,17,2022,2022-03-17,Redington Jr/Sr High School,0,0,0,0,Spring,Wasilla,AK,2022-06-12 00:00:00,Beside Building,Dismissal,No,No,No
192,20220316CALOR,3,16,2022,2022-03-16,Loma Vista Middle School,0,0,0,0,Spring,Riverside,CA,Middle,Classroom,Afternoon Classes,No,No,No
193,20220315WAEIY,3,15,2022,2022-03-15,Eisenhower High School,1,1,2,0,Winter,Yakima,WA,High,Parking Lot,Dismissal,No,No,Yes
194,20220315MDPAB,3,15,2022,2022-03-15,Paul Lawrence Dunbar High School,0,1,1,0,Spring,Baltimore,MD,High,Beside Building,Dismissal,No,No,
195,20220315GAFOF,3,15,2022,2022-03-15,Forest Park Middle School,0,0,0,0,Spring,Forest Park,GA,Middle,Office,Night,No,No,No
196,20220315MATEB,3,15,2022,2022-03-15,Tech Academy Boston,0,2,2,0,Spring,Boston,MA,High,Beside Building,Sport Event,No,No,
197,20220314CAKRP,3,14,2022,2022-03-14,Kraemer Middle School,0,0,0,1,Spring,Placentia,CA,Middle,Office,Morning Classes,No,No,No
198,20220313PANEP,3,13,2022,2022-03-13,New Foundations Charter School,0,0,0,0,Spring,Philadelphia,PA,K-8,Classroom,Not a School Day,No,No,
199,20220311CADER,3,11,2022,2022-03-11,De Anza High School,0,0,0,0,Spring,Richmond,CA,High,Outside on School Property,Dismissal,No,No,
200,20220311OHFAP,3,11,2022,2022-03-11,Fairland Middle School,0,0,0,0,Spring,Proctorville,OH,Middle,Outside on School Property,Lunch,No,No,No
201,20220311WIJER,3,11,2022,2022-03-11,Jerstad-Agerholm Elementary School,0,0,0,0,Spring,Racine,WI,Elementary,Bathroom,,No,No,No
202,20220310MDCOL,3,10,2022,2022-03-10,Cora L. Rice Elementary School,1,0,1,0,Spring,Landover,MD,Elementary,Front of School,Dismissal,No,No,
203,20220310COROH,3,10,2022,2022-03-10,Rock Canyon High School,0,0,0,0,Spring,Highlands Ranch,CO,High,Parking Lot,Morning Classes,No,No,No
204,20220310TNHAM,3,10,2022,2022-03-10,Hamilton Middle School,0,0,0,0,Spring,Memphis,TN,K-8,Front of School,School Start,No,NO,No
205,20220309FLNOM,3,9,2022,2022-03-09,North Gardens High School,0,3,3,0,Spring,Miami Gardens,FL,High,Front of School,Afternoon Classes,No,No,
206,20220309TXNOH,3,9,2022,2022-03-09,Kimball High School,0,1,1,0,Spring,Houston,TX,High,School Bus,Sport Event,No,No,No
207,20220309NMESE,3,9,2022,2022-03-09,Espanola Valley High School,0,0,0,0,Spring,Espanola,NM,High,Parking Lot,Sport Event,No,No,
208,20220307IAEAD,3,7,2022,2022-03-07,East High School,1,2,3,0,Spring,Des Moines,IA,High,Front of School,Dismissal,No,No,Yes
209,20220304KSOLO,3,4,2022,2022-03-04,Olathe East High School,0,2,2,0,Spring,Olathe,KS,High,Office,Morning Classes,No,No,No
210,20220303MIJWL,3,3,2022,2022-03-03,JW Sexton High School,0,1,1,0,Winter,Lansing,MI,High,Parking Lot,Afternoon Classes,No,No,No
211,20220228NYBOB,2,28,2022,2022-02-28,Boys and Girls High School,0,1,1,0,Winter,Brooklyn,NY,High,Front of School,Dismissal,No,No,
212,20220227DCDUW,2,27,2022,2022-02-27,Dunbar High School,1,0,1,0,Winter,Washington,DC,High,Front of School,Not a School Day,No,No,
213,20220225NMWEA,2,25,2022,2022-02-25,West Mesa High School,1,0,1,0,Winter,Albuquerque,NM,High,Football Field/Track,Morning Classes,No,No,No
214,20220225ALSOH,2,25,2022,2022-02-25,Sonnie Hereford Elementary,0,0,0,0,Winter,Huntsville,AL,Elementary,Classroom,Morning Classes,No,No,No
215,20220223VAWOW,2,23,2022,2022-02-23,Woodbridge High School,0,0,0,0,Winter,Woodbridge,VA,High,Parking Lot,Sport Event,No,No,No
216,20220222TXALH,2,22,2022,2022-02-22,Alief ISD Center for Advanced Careers,1,0,1,0,Winter,Houston,TX,High,Parking Lot,After School,No,No,No
217,20220222COLIP,2,22,2022,2022-02-22,Liberty Point International Middle School,1,0,1,0,Winter,Pueblo,CO,Middle,Beside Building,Dismissal,,,
218,20220221MDJOH,2,21,2022,2022-02-21,John Carroll Elementary School,1,0,1,0,Winter,Hyattsville,MD,Elementary,Playground,Evening,No,No,
219,20220220OKWIW,2,20,2022,2022-02-20,Wilson Middle School,0,1,1,0,Winter,Wilson,OK,Middle,Football Field/Track,Night,No,No,No
220,20220220MSMCM,2,20,2022,2022-02-20,McColm High School,1,4,5,0,Winter,McColm,MS,High,Basketball Court,Not a School Day,No,No,
221,20220219VACAC,2,19,2022,2022-02-19,Camelot Elementary School,1,0,1,0,Winter,Chesapeake,VA,Elementary,Parking Lot,Not a School Day,No,,
222,20220218MATET,2,18,2022,2022-02-18,Tewksbury High School,0,0,0,0,Winter,Tewksbury,MA,High,Parking Lot,Sport Event,No,No,No
223,20220217WAMCG,2,17,2022,2022-02-17,McClure Elementary School,0,1,1,0,Winter,Grandview,WA,Elementary,Outside on School Property,Evening,No,No,Yes
224,20220214FLLAL,2,14,2022,2022-02-14,Lake City Middle School,0,0,0,0,Winter,Lake City,FL,Middle,Front of School,Dismissal,No,No,No
225,20220211DCEAW,2,11,2022,2022-02-11,Eagle Academy,0,1,1,0,Winter,Washington,DC,K-8,Parking Lot,Afternoon Classes,No,No,
226,20220209NYMCB,2,9,2022,2022-02-09,McKinley High School,0,2,2,0,Winter,Buffalo,NY,High,Parking Lot,Dismissal,No,No,
227,20220209MNMIM,2,9,2022,2022-02-09,Minneapolis School Bus,0,1,1,0,Winter,Minneapolis,MN,Elementary,School Bus,Dismissal,No,No,
228,20220208MDCAC,2,8,2022,2022-02-08,Catonsville High School,0,2,2,0,Winter,Catonsville,MD,High,Parking Lot,After School,No,No,
229,20220208NYMOM,2,8,2022,2022-02-08,Mount Vernon High School,0,0,0,0,Winter,Mount Vernon,NY,High,Front of School,Dismissal,No,No,
230,20220204GASOD,2,4,2022,2022-02-04,Southwest DeKalb High School,0,0,0,0,Winter,Decatur,GA,High,Parking Lot,Dismissal,No,No,No
231,20220204ALWEB,2,4,2022,2022-02-04,Wenonah High School,0,1,1,0,Winter,Birmingham,AL,High,Beside Building,Sport Event,No,No,
232,20220203NCSPS,2,3,2022,2022-02-03,Speight Middle School,0,0,0,0,Winter,Stantonsburg,NC,Middle,School Bus,Dismissal,No,No,No
233,20220202KYLOR,2,2,2022,2022-02-02,Logan County Community Technology Center,0,0,0,0,Winter,Russellville,KY,High,Front of School,Before School,No,No,No
234,20220201PAACS,2,1,2022,2022-02-01,Academy Park High School,0,0,0,0,Winter,Sharon Hill,PA,High,Parking Lot,Dismissal,No,No,
235,20220201MNSOR,2,1,2022,2022-02-01,South Education Center,1,2,3,0,Winter,Richfield,MN,K-12,Front of School,Lunch,No,No,Yes
236,20220201ILALC,2,1,2022,2022-02-01,Alessandro Volta Elementary School,0,1,1,0,Winter,Chicago,IL,Elementary,Front of School,Morning Classes,No,No,
237,20220201WIRUM,2,1,2022,2022-02-01,Rufus King High School,0,5,5,0,Winter,Milwaukee,WI,High,Parking Lot,Sport Event,No,No,No
238,20220129WIBEB,1,29,2022,2022-01-29,Beloit Memorial High School,1,0,1,0,Winter,Beloit,WI,High,Parking Lot,Sport Event,No,No,
239,20220128LACAM,1,28,2022,2022-01-28,Carroll High School,0,0,0,0,Winter,Monroe,LA,High,Parking Lot,Sport Event,No,No,No
240,20220127TXMOH,1,27,2022,2022-01-27,Montgomery Elementary School,0,1,1,0,Winter,Houston,TX,Elementary,Parking Lot,Night,No,No,No
241,20220126PABAP,1,26,2022,2022-01-26,Bartram High School,1,0,1,0,Winter,Philadelphia,PA,High,Front of School,Dismissal,No,No,
242,20220124NVSUL,1,24,2022,2022-01-24,Sunrise Mountain High School,0,1,1,0,Winter,Las Vegas,NV,High,Parking Lot,Lunch,No,No,
243,20220121MDMAR,1,21,2022,2022-01-21,Magruder High School,0,1,1,0,Fall,Rockville,MD,High,Bathroom,Afternoon Classes,No,No,
244,20220121GAMCA,1,21,2022,2022-01-21,McNair High School,0,0,0,0,Fall,Atlanta,GA,High,Parking Lot,Afternoon Classes,No,No,
245,20220119DCANW,1,19,2022,2022-01-19,Anacostia High School,0,0,0,0,Winter,Washington,DC,High,Front of School,After School,No,No,
246,20220119VAMAP,1,19,2022,2022-01-19,Manor High School,0,1,1,0,Winter,Portsmouth,VA,High,Parking Lot,Dismissal,No,No,
247,20220119PAPIP,1,19,2022,2022-01-19,Pittsburgh Oliver Citywide Academy,1,0,1,0,Winter,Pittsburgh,PA,K-12,Front of School,Dismissal,No,No,
248,20220119FLSES,1,19,2022,2022-01-19,Seminole High School,0,1,1,0,Winter,Sanford,FL,High,Bathroom,Lunch,No,Yes,No
249,20220117TXPYH,1,17,2022,2022-01-17,Pyburn Elementary School,2,0,2,0,Winter,Houston,TX,Elementary,Parking Lot,Night,No,No,No
250,20220114MDGAG,1,14,2022,2022-01-14,Gaithersburg High School,0,0,0,0,Winter,Gaithersburg,MD,High,Parking Lot,School Start,No,No,No
251,20220111NMVAA,1,11,2022,2022-01-11,Valley High School,0,0,0,0,Fall,Albuquerque,NM,High,Parking Lot,Sport Event,No,No,
252,20220106CAFLS,1,6,2022,2022-01-06,Florin High School,0,2,2,0,Winter,Sacramento,CA,High,Field (General),After School,No,No,
253,20220104ILAUR,1,4,2022,2022-01-04,Auburn High School,0,2,2,0,Winter,Rockford,IL,High,Parking Lot,Afternoon Classes,No,No,No
254,20220103WACHP,1,3,2022,2022-01-03,Childpeace Montessori School,0,0,0,0,Winter,Portland,OR,K-8,Front of School,Afternoon Classes,No,No,No
255,20220103OHCOC,1,3,2022,2022-01-03,Columbus School Bus,0,0,0,0,Winter,Columbus,OH,,School Bus,Before School,No,No,No
256,20211229NCCAS,12,29,2021,2021-12-29,Catawba College (high school tournament),0,2,2,0,Winter,Salisbury,NC,High,Gym,Sport Event,No,No,
257,20211217TXWOD,12,17,2021,2021-12-17,Woodrow Wilson Junior High,0,0,0,0,Fall,Dayton,TX,High,School Bus,Dismissal,No,No,No
258,20211216SCEAC,12,16,2021,2021-12-16,Eau Claire High School,0,0,0,0,Winter,Columbia,SC,High,Parking Lot,Dismissal,,No,
259,20211216NYPSB,12,16,2021,2021-12-16,P.S. 026 Jesse Owens,0,0,0,0,Winter,Brooklyn,NY,Elementary,Front of School,Morning Classes,No,No,
260,20211214WISOM,12,14,2021,2021-12-14,South Division High School,0,0,0,0,Winter,Milwaukee,WI,High,Front of School,Lunch,No,No,
261,20211214VAMEN,12,14,2021,2021-12-14,Menchville High School,1,0,1,0,Winter,Newport News,VA,High,Parking Lot,Sport Event,No,No,Yes
262,20211213NCWEC,12,13,2021,2021-12-13,West Charlotte High School,0,0,0,0,Winter,Charlotte,NC,High,Parking Lot,Dismissal,No,No,No
263,20211213FLEAO,12,13,2021,2021-12-13,East River High School,0,0,0,0,Winter,Orlando,FL,High,Parking Lot,Dismissal,No,No,
264,20211212NYSCR,12,12,2021,2021-12-12,School No. 17,1,0,1,0,Winter,Rochester,NY,K-8,Playground,Evening,No,No,No
265,20211211GAJOG,12,11,2021,2021-12-11,Jones County High School,0,0,0,0,Winter,Gray,GA,High,Gym,Sport Event,No,No,No
266,20211211FLEDL,12,11,2021,2021-12-11,Edward A. Upthegrove Elementary School,0,1,1,0,Winter,LaBelle,FL,Elementary,Gym,Sport Event,No,,
267,20211210OHCAC,12,10,2021,2021-12-10,Canal Winchester High School,0,0,0,0,Winter,Canal Winchester,OH,High,Field (General),Before School,No,No,No
268,20211210NCJEC,12,9,2021,2021-12-09,Jesse C. Carson High,0,0,0,0,Winter,China Grove,NC,High,Parking Lot,Afternoon Classes,No,No,No
269,20211209NYGRN,12,9,2021,2021-12-09,Greater Oaks Charter School,0,0,0,0,Winter,New York,NY,Elementary,Front of School,Morning Classes,No,No,No
270,20211208KYSTL,12,8,2021,2021-12-08,St. Matthews Elementary School,0,0,0,0,Winter,Louisville,KY,Elementary,Parking Lot,Night,No,,
271,20211208MOEWK,12,8,2021,2021-12-08,Ewing Marion Kauffman School,0,2,2,0,Winter,Kansas City,MO,High,Parking Lot,Sport Event,No,No,
272,20211207ILHAC,12,7,2021,2021-12-07,Haines Elementary School,1,0,1,0,Winter,Chicago,IL,Elementary,Front of School,Lunch,No,No,
273,20211206CAWIW,12,6,2021,2021-12-06,Wilmington Park Elementary School,1,2,3,0,Winter,Wilmington,CA,Elementary,Playground,After School,No,,
274,20211206NYSUS,12,6,2021,2021-12-06,Susan E. Wagner High School,0,1,1,0,Winter,Staten Island,NY,High,Front of School,Dismissal,,No,
275,20211202WAGAS,12,3,2021,2021-12-03,Garfield High School,0,0,0,0,Winter,Seattle,WA,High,Parking Lot,After School,,No,
276,20211203ARBLB,12,3,2021,2021-12-03,Blytheville High School,0,0,0,0,Winter,Blytheville,AR,High,Parking Lot,Night,No,No,No
277,20211201TXSAP,12,1,2021,2021-12-01,Sam Rayburn High School,0,0,0,0,Winter,Pasadena,TX,High,Football Field/Track,Morning Classes,No,No,No
278,20211130MIOXO,11,30,2021,2021-11-30,Oxford High School,4,7,11,0,Fall,Oxford,MI,High,Inside School Building,Afternoon Classes,,No,No
279,20211130OHWHW,11,30,2021,2021-11-30,Whitehall Yearling High School,0,0,0,0,Fall,Whitehall,OH,High,Parking Lot,Evening,No,No,No
280,20211130CALOL,11,30,2021,2021-11-30,Los Angeles School Bus,0,0,0,0,Fall,Los Angeles,CA,,School Bus,Evening,No,No,No
281,20211130TNHUH,11,30,2021,2021-11-30,Humboldt High School,1,2,3,0,Fall,Humboldt,TN,High,Gym,Sport Event,No,No,
282,20211129ILWER,11,29,2021,2021-11-29,West Middle School,0,0,0,0,Fall,Rockford,IL,Middle,Beside Building,After School,No,No,
283,20211129AZCHP,11,29,2021,2021-11-29,Cesar Chavez High School,0,1,1,0,Fall,Phoenix,AZ,High,Bathroom,Afternoon Classes,,No,No
284,20211126CAWES,11,26,2021,2021-11-26,Westmount High School,0,2,2,0,Fall,San Jose,CA,High,Parking Lot,Sport Event,No,No,
285,20211124ILTHH,11,24,2021,2021-11-24,Thornton Township High School,0,0,0,0,Fall,Harvey,IL,High,Front of School,Dismissal,No,No,
286,20211123OHCLC,11,23,2021,2021-11-23,Cleveland School Bus,0,0,0,0,Fall,Cleveland,OH,,School Bus,Before School,No,No,No
287,20211119COHIA,11,19,2021,2021-11-19,Hinkley High School,0,3,3,0,Fall,Aurora,CO,High,Parking Lot,,No,No,
288,20211119MDGIB,11,18,2021,2021-11-18,Gilmor Elementary School,1,0,1,0,Fall,Baltimore,MD,Elementary,Front of School,Evening,No,,
289,20211116NYPSB,11,16,2021,2021-11-16,P.S. 44,0,0,0,0,Fall,Bronx,NY,Elementary,Front of School,Dismissal,No,No,
290,20211116FLJAJ,11,16,2021,2021-11-16,Jacksonville School Bus,0,0,0,0,Fall,Jacksonville,FL,,School Bus,Evening,No,No,
291,20211115NYPOP,11,15,2021,2021-11-15,Poughkeepsie High School,0,0,0,0,Fall,Poughkeepsie,NY,High,Front of School,Dismissal,No,No,No
292,20211110NYITI,11,10,2021,2021-11-10,Ithaca High School,0,0,0,0,Fall,Ithaca,NY,High,School Bus,Evening,No,No,
293,20211109NMMEL,11,9,2021,2021-11-09,Mesilla Valley Leadership Academy,0,0,0,1,Fall,Las Cruces,NM,,Beside Building,Morning Classes,No,No,No
294,20211108NYTHB,11,8,2021,2021-11-08,Theodore Roosevelt High School,0,1,1,0,Fall,Bronx,NY,High,Front of School,Dismissal,No,No,
295,20211106FLOVO,11,6,2021,2021-11-06,Oviedo High School,0,0,0,0,Fall,Oviedo,FL,High,Gym,School Event,No,No,
296,20211125SCCEP,11,4,2021,2021-11-04,Central High School,0,0,0,0,Fall,Pageland,SC,High,Outside on School Property,Night,,No,No
297,20211102NMHIH,11,2,2021,2021-11-02,Highland Middle School,0,3,3,0,Fall,Hobbs,NM,Middle,Parking Lot,Dismissal,No,No,No
298,20211030PASTM,10,30,2021,2021-10-30,Sto Rox High School,0,1,1,0,Fall,McKees Rock,PA,High,Parking Lot,Sport Event,No,No,No
299,20211027SCCAS,10,27,2021,2021-10-27,Calhoun County High School,0,0,0,0,Fall,St. Matthews,SC,High,Parking Lot,Evening,No,No,
300,20211026ILWIC,10,26,2021,2021-10-26,Jose de Diego Community Academy,0,0,0,0,Fall,Chicago,IL,K-12,Front of School,After School,No,No,No
301,20211026MSCAN,10,26,2021,2021-10-26,Cathedral School,0,0,0,0,Fall,Natchez,MS,K-12,Classroom,Morning Classes,No,No,No
302,20211022PAPHP,10,22,2021,2021-10-22,Philadelphia Learning Academy South,0,0,0,0,Fall,Philadelphia,PA,High,Gym,Afternoon Classes,No,No,
303,20211021NYPSB,10,21,2021,2021-10-21,P. S. 65 Mother Hale Academy,0,1,1,0,Fall,Bronx,NY,Elementary,Beside Building,Dismissal,No,No,No
304,20211021GABES,10,21,2021,2021-10-21,Bethesda Academy,0,0,0,0,Fall,Savannah,GA,2022-06-12 00:00:00,Parking Lot,Evening,No,No,No
305,20211018PALIP,10,18,2021,2021-10-18,Lincoln High School,0,2,2,0,Fall,Philadelphia,PA,High,Field (General),Dismissal,No,No,
306,20211017ARROR,10,17,2021,2021-10-17,Rogers High School,0,0,0,0,Fall,Rogers,AR,High,Football Field/Track,Evening,No,No,No
307,20211015CAKEF,10,15,2021,2021-10-15,Kepler Community School,0,1,1,0,Fall,Fresno,CA,Elementary,Playground,Morning Classes,No,No,No
308,20211015ALWIM,10,15,2021,2021-10-15,Williamson High School,0,4,4,0,Fall,Mobile,AL,2022-06-12 00:00:00,Football Field/Track,Sport Event,No,No,
309,20211014MEREP,10,14,2021,2021-10-14,Reiche Community School,1,0,1,0,Fall,Portland,ME,Elementary,Playground,Night,No,No,
310,20211013PACHD,10,13,2021,2021-10-13,Charles Kelly Elementary,0,0,0,0,Fall,Drexel Hill,PA,Elementary,School Bus,School Start,No,No,No
311,20211013ILMCC,10,13,2021,2021-10-13,McDade Classical Elementary School,0,0,0,0,Fall,Chicago,IL,Elementary,Front of School,School Start,No,No,
312,20211012MIELK,10,12,2021,2021-10-12,El Sol Academy,0,2,2,0,Fall,Kalamazoo,MI,Elementary,Parking Lot,After School,No,No,
313,20211012OKUNT,10,12,2021,2021-10-12,Union High School,0,0,0,0,Fall,Tulsa,OK,High,Front of School,Dismissal,No,No,No
314,20211012ILWEC,10,12,2021,2021-10-12,Wendell Phillips Academy High School,0,2,2,0,Fall,Chicago,IL,High,Entryway,Dismissal,No,No,
315,20211012ARLIL,10,12,2021,2021-10-12,Little Rock Central High School,0,0,0,0,Fall,Little Rock,AR,High,Front of School,Morning Classes,No,No,
316,20211011ORROP,10,11,2021,2021-10-11,Rosemary Anderson High School,0,1,1,0,Fall,Portland,OR,High,Off School Property,Morning Classes,No,No,
317,20211008OKCOC,10,8,2021,2021-10-08,Comanche Middle School,0,0,0,0,Fall,Comanche,OK,Middle,Cafeteria,After School,No,No,No
318,20211007NCEAD,10,7,2021,2021-10-07,Eastway Elementary School,0,0,0,1,Fall,Durham,NC,Elementary,Parking Lot,After School,No,No,No
319,20211007PAANP,10,7,2021,2021-10-07,Antonia Pantoja Charter School,0,0,0,0,Fall,Philadelphia,PA,K-8,Cafeteria,Night,No,No,
320,20211007TXEAW,10,7,2021,2021-10-07,East Chambers High School,0,1,1,0,Fall,Winnie,TX,High,Football Field/Track,Sport Event,No,No,No
321,20211007DCWAW,10,7,2021,2021-10-07,Walkins Elementary School,1,0,1,0,Fall,Washington,DC,Elementary,Football Field/Track,Sport Event,No,No,
322,20211006TXTIA,10,6,2021,2021-10-06,Timberview High School,0,3,3,0,Fall,Arlington,TX,High,Classroom,Morning Classes,No,No,No
323,20211005NDHEH,10,5,2021,2021-10-05,Hettinger Public School,0,0,0,0,Fall,Hettinger,ND,K-12,Classroom,Morning Classes,,No,No
324,20211005NCGAC,10,5,2021,2021-10-05,Garinger High School,0,0,0,0,Fall,Charlotte,NC,High,Front of School,Morning Classes,No,No,
325,20211004OHWOT,10,4,2021,2021-10-04,Woodward High School,0,1,1,0,Fall,Toledo,OH,High,Off School Property,After School,No,No,
326,20211004PASCP,10,4,2021,2021-10-04,School of the Future,0,2,2,0,Fall,Philadelphia,PA,High,Outside on School Property,Night,No,,No
327,20211004NMSAS,10,4,2021,2021-10-04,Santa Fe Indian School,0,0,0,0,Winter,Santa Fe,NM,2022-06-12 00:00:00,Outside on School Property,,No,No,No
328,20211004ILLAC,10,4,2021,2021-10-04,Lakeview High School,0,0,0,0,Fall,Chicago,IL,High,Parking Lot,,No,No,
329,20211001TXYEH,10,1,2021,2021-10-01,YES Prep,0,1,1,0,Fall,Houston,TX,High,Entryway,Morning Classes,No,No,No
330,20211001NJCHC,10,1,2021,2021-10-01,Cherry Hill West High School,0,0,0,0,Fall,Cherry Hill,NJ,High,Football Field/Track,Sport Event,No,No,
331,20211001NCSEF,10,1,2021,2021-10-01,Seventy-First High School,0,2,2,0,Fall,Fayetteville,NC,High,Parking Lot,Sport Event,No,No,Yes
332,20211001NCNOD,10,1,2021,2021-10-01,Northern High School,0,1,1,0,Fall,Durham,NC,High,Football Field/Track,Sport Event,No,No,
333,20211001INBEI,10,1,2021,2021-10-01,Ben Davis High School,0,1,1,0,Fall,Indianapolis,IN,High,Football Field/Track,Sport Event,No,No,
334,20210930MSNEN,9,30,2021,2021-09-30,Newton Elementary School,0,1,1,0,Fall,Newton,MS,Elementary,Outside on School Property,Dismissal,No,No,No
335,20210930TNCUM,9,30,2021,2021-09-30,Cummings Elementary School,0,1,1,0,Fall,Memphis,TN,K-8,Hallway,Morning Classes,,No,
336,20210929OHSHS,9,29,2021,2021-09-29,Shaker Heights Middle School,0,0,0,0,Fall,Shaker Heights,OH,Middle,Parking Lot,Sport Event,No,No,No
337,20210928MESOS,9,28,2021,2021-09-28,South Portland High School,0,1,1,0,Fall,South Portland,ME,High,Parking Lot,Evening,No,No,No
